,text_tokenized
6570,"['staff', 'refuse', 'let', 'earlier', 'cite', 'check', 'bag']"
6571,"['thank', 'nothing', 'next', 'time', 'ill', 'bring', 'whole', 'extra', 'suitcase', 'extra', 'pound', 'make', 'sense', 'right']"
6572,"['first', 'lose', 'bag', 'now', 'cancel', 'home', 'min', 'wait', 'talk', 'somebody']"
6573,"['arrive', 'early', 'delay', 'due', 'gate', 'available', 'now', 'min', 'late', 'tarmac']"
6574,"['land', 'min', 'tell', 'stay', 'plane', 'havent', 'pull', 'gate', 'little', 'information']"
6575,"['better', 'customer', 'service', 'john', 'airport']"
6576,"['passengers', 'seat', 'crew', 'ready', 'ord', 'hope', 'isnt']"
6577,"['book', 'tix', 'month', 'ago', 'now', 'cheaper', 'customer', 'service', 'useless', 'whats']"
6578,"['ua938', 'still', 'take', '905pm', 'stick', 'tarmac', 'ua3462', 'wait']"
6579,"['youre', 'right', 'good', 'catch', 'mechanical', 'failure', 'bad', 'blanket']"
6580,"['sit', 'ua1088', 'delay', 'operations', 'cant', 'find', 'captain']"
6581,"['truly', 'worst', 'day', 'fly', 'experience']"
6582,"['stick', 'cant', 'seem', 'plane', 'destination', 'time', 'perfect', 'fly', 'condition']"
6583,"['phone', 'customer', 'service', 'team', 'bad', 'think', 'time', 'consider', 'switch', 'airlines']"
6584,"['longer', 'phone', 'hour', 'straighten', 'star', 'upgrade']"
6585,"['cancel', 'card', 'will', 'never', 'business', 'clearly', 'dont', 'care', 'customers']"
6586,"['even', 'ask', 'offer', 'help', 'cant', 'anything']"
6587,"['yes', 'appreciate', 'misinformation', 'damage', 'credibility', 'may', 'want', 'someone', 'observe']"
6588,"['guy', 'suck']"
6589,"['never', 'fail', 'fly', 'order', 'ravioli', 'chicken', 'tell', 'say', 'tell', 'people', 'want', 'chickenidiot']"
6590,"['second', 'time', 'fly', 'mins', 'wait', 'luggage', 'baggage', 'typical', 'still', 'wait']"
6591,"['horrible', 'service', 'attitude', 'ask', 'information', 'make', 'want', 'fly']"
6592,"['now', 'rep', 'hang', 'mins', 'hold', 'ask', 'supervisor', 'furious', 'right', 'now']"
6593,"['thank', 'hrs', 'terminal', 'dull', 'airport']"
6594,"['bankrupt', 'transfer', 'assets', 'luv', 'great']"
6595,"['marcus', 'help', 'good', 'agent', 'couldnt', 'fix', 'list', 'website', 'unavailableto', 'book', 'false', 'advertise']"
6596,"['unsmiling', 'rep', 'tell', 'hotel', 'shuttle', 'come', 'every', 'minutes', 'breezy', 'min', 'late', 'flightr', 'take', 'cab', 'go', 'reimburse']"
6597,"['someone', 'miss', 'connect', 'last', 'day', 'will', 'fix']"
6598,"['yes', 'need', 'plenty', 'assistance', 'receive', 'none']"
6599,"['tonight', 'hotel', '14hrs', 'travel', 'still', 'reach', 'destination', 'disappoint', 'thank']"
6600,"['thank', 'reply', 'email', 'customer', 'care', 'department', 'experience']"
6601,"['file', 'claim', 'agents', 'wont', 'let', 'speak', 'supervisor', 'claim', 'number', 'expire', 'wont', 'find', 'bag']"
6602,"['one', 'interview', 'last', 'person', 'mean']"
6603,"['fly', 'time', 'last', 'days', 'delay', 'huge', 'mistake', 'part', 'dont', 'fly']"
6604,"['yes', 'take', 'two', 'days', 'bag', 'deliver', 'miss', 'full', 'day', 'ski']"
6605,"['make', 'remove', 'pound', 'check', 'bag', 'charge', 'loyal', 'flier', 'years', 'time', 'change']"
6606,"['sit', 'plane', 'unreal', 'will', 'day', 'nightmare', 'end']"
6607,"['let', 'gate', 'now', 'ua1157']"
6608,"['top', 'free', 'intl', 'leg', 'now', 'sit', 'tarmac', 'min', 'past', 'departure', 'another', 'plus']"
6609,"['dtv', 'doesnt', 'work', 'pilot', 'late', 'wont', 'let', '10yr', 'old', 'fly', 'next', 'pay', 'upgrade']"
6610,"['loyalty', 'team', 'basically', 'flip', 'via', 'phone', 'thank', 'maybe', 'google', 'loyalty', 'back', 'lol']"
6611,"['hey', 'job', 'dont', 'give', 'safety', 'spin', 'plane', 'break', 'original']"
6612,"['mean', 'beyond', 'opaque', 'maintenance', 'issue', 'yes', 'basic', 'customer', 'service', 'ewr', 'staff', 'cant']"
6613,"['dear', 'ted', 'dont', 'care', 'mileage', 'plus', 'card', 'pay', 'lot', 'bye', 'bye']"
6614,"['sad', 'dont', 'think', 'important', 'resolve', 'client', 'face', 'team', 'behave', 'disgraceful']"
6615,"['help', 'girlfriend', 'amy', 'lloyd', 'go', 'miss', 'zurich', 'fault', 'need', 'golf', 'cart', 'meet', 'ord']"
6616,"['former', 'gate', 'agent', 'pia', 'walk', 'away', 'quit', 'luckily', 'responsible', 'pia', 'agent', 'save', 'day']"
6617,"['problem', 'tell', 'aircraft', 'way']"
6618,"['will', 'thx', 'sit', 'plane', 'now', 'hrs', 'now', 'refuel', 'cant', 'even', 'make', 'stuff']"
6619,"['know', 'use', 'twitter', 'bro', 'terminal', 'look', 'bosnia', 'heres', 'another', 'pic']"
6620,"['far', 'worst', 'plane', 'delay', 'round', 'trip', 'possible']"
6621,"['take', 'care', 'rent', 'car', 'drive', 'hours', 'retrieve', 'belong', 'due', 'errors']"
6622,"['now', 'ill', 'probably', 'miss', 'next', 'connection']"
6623,"['may', 'think', 'joke', 'blow', 'proportion', 'last', 'delay', 'significantly', 'late']"
6624,"['case', 'now', 'delay', 'due', 'mechanical', 'issue', 'update', 'departure', 'time', 'cancel', 'goddamn']"
6625,"['days', 'plan', 'mechanical', 'issue', 'now', 'hrs', 'late', 'sit', 'plane', 'insane']"
6626,"['didnt', 'message', 'ill', 'resend', 'number']"
6627,"['idiot', 'design', 'seat', 'armrest', 'remote', 'rest', 'elbow', 'dont', 'mix', 'seatmate', 'keep', 'change', 'channel', 'blast', 'volume']"
6628,"['bump', 'group', 'wont', 'force', 'check', 'bag', 'wait', 'minutes', 'lga']"
6629,"['listen', 'learn', 'remove', 'pqd', 'requirement', 'insult']"
6630,"['need', 'youto', 'better', 'lol']"
6631,"['agents', 'force', 'check', 'carry', 'bag', 'receive', 'bag', 'find', 'crew', 'steal', 'lose', 'business']"
6632,"['reallyyou', 'charge', 'check', 'bag', 'put', 'different', 'flightstill', 'dont', 'bag']"
6633,"['havent', 'release', 'travel', 'advisory', 'iad', 'tomorrow']"
6634,"['cross', 'country', 'sfobos', 'wifi', 'even', 'soda', 'quality', 'inflight', 'entertainment']"
6635,"['really', 'horrible', 'tuck', 'kid', 'tonight', 'transfer', 'milesstatus', 'right']"
6636,"['think', 'problem', 'resolution', 'decide', 'end', 'especially', 'youd', 'continue', 'fly']"
6637,"['roundtrip', 'think', 'will', 'fyi', 'thats', 'another', 'lose']"
6638,"['already', 'book', 'problems', 'next', 'weeks', 'trip', 'thank', 'make', 'choice', 'easy']"
6639,"['group', 'total']"
6640,"['dont', 'ask', 'patient', 'without', 'offer', 'something', 'return']"
6641,"['clockwork', 'afternoon', 'las', 'den', 'run', 'late', 'seem', 'happen', 'consistently']"
6642,"['will', 'will', 'business']"
6643,"['incompetentrude', 'service', 'today', 'miss', 'connect', 'customer', 'service', 'desk', 'terrible', 'really', 'upset', 'untd']"
6644,"['terrible', 'experience', 'ua415', '17th', '1st', 'exit', 'row', 'economy', 'zero', 'legroom', 'row', 'book', 'return', 'cant', 'change']"
6645,"['hours', 'late', 'flightr', 'ive', 'transit', 'total', 'twelve', 'hoursplease', 'change', 'plane', 'ridiculous', 'sfo']"
6646,"['delay', 'ua4636', 'painful', 'sure', 'hope', 'doesnt', 'cause', 'luggage', 'miss', 'ua82', 'new']"
6647,"['yes', 'unbelievable', 'free', 'fare', 'lock']"
6648,"['worst', 'beware', 'maintain', 'plain', 'runway', 'past', 'hours']"
6649,"['free', 'airlines', 'anymore']"
6650,"['exist', 'reservation', 'fine', 'talk', 'longer', 'cmhord', 'option', 'late']"
6651,"['know', 'sure', 'hear', 'time', 'dont', 'new', 'seat', 'small', 'guy', 'feel', 'new', 'plan', 'tight']"
6652,"['hrs', 'ord', 'another', 'tarmac', 'refuse', 'move', 'earlier', 'make']"
6653,"['doesnt', 'help', 'frequent', 'flier', 'premiere', 'gold', 'apparently', 'mean', 'nothing']"
6654,"['delay', 'another', 'hour']"
6655,"['cant', 'beat', 'storm', 'town', 'wait', 'issue', 'policy', 'late', 'nws', 'issue', 'storm', 'warn', 'already']"
6656,"['will', 'now', 'miss', 'one', 'probably', 'aspen', 'events']"
6657,"['dont', 'need', 'apologies', 'need', 'bag', 'take', 'minutes', 'land', 'unacceptable']"
6658,"['add', 'wifi', 'entertainment', 'old', 'seat', 'ill', 'come', 'back']"
6659,"['fly', 'sfo', 'honululu', 'push', 'back', 'hours', 'now', 'look', 'delay', 'beg', 'plz', 'sort', 'soon']"
6660,"['super', 'lame', 'charge', 'international', 'isnt']"
6661,"['volunteer', 'give', 'seat', 'people', 'now', 'sit', 'minutes', 'plane', 'wait', 'add', 'people']"
6662,"['go', 'transfer', 'car', 'airport', 'couldnt']"
6663,"['next', 'time', 'will', 'volunteer', 'let', 'gate', 'check', 'bag', 'space', 'obviously', 'cant', 'deliver', 'timely', 'manner']"
6664,"['sorry', 'cold', 'dont', 'see', 'mean', 'take', 'minutes', 'priority', 'bag', 'show', 'carousel']"
6665,"['make', 'miss', 'big', 'snow', 'cool']"
6666,"['might', 'offer', 'waiverskeep', 'good', 'fight']"
6667,"['know', 'check', 'complaint', 'ticket', 'say', 'dinner', 'book', 'now', 'change', 'refreshments', 'wheres', 'refund']"
6668,"['bag', 'mia', 'still', 'word', 'well', 'see']"
6669,"['cant', 'american', 'airlines', 'suppose']"
6670,"['love', 'report', 'horrible', 'team', 'let', 'make', 'worseas', 'seatout', 'snack']"
6671,"['need', 'together', 'cancel', 'flightled', 'strand', 'car', 'baggage', 'lose', 'never', 'right']"
6672,"['worth', 'say', 'litter', 'rule', 'say']"
6673,"['fully', 'aware', 'rule', 'harsh', 'toward', 'client', 'especially', 'youre', 'go', 'resell', 'seat']"
6674,"['wont', 'check', 'carry', 'watch', 'handler', 'throw', 'bag', 'miss', 'conveyer', 'belt', 'sit', 'min']"
6675,"['waste', 'time', 'automate', 'message', 'disappoint', 'always']"
6676,"['mean', 'within', 'one', 'week', 'will', 'file', 'compensation', 'complaints', 'website']"
6677,"['sure', 'ticket', 'include', 'one', 'check', 'bag', 'charge', 'extra', 'completely', 'unanticipated']"
6678,"['terribly', 'disappoint', 'confirm', 'reservation', 'delay', 'cust', 'service', 'staff', 'helpful', 'find', 'alternate', 'solution']"
6679,"['besides', 'fact', 'one', 'week', 'ago', 'delay', 'hours', 'impress']"
6680,"['one', 'check', 'bag', 'check', 'edinburgh', 'charge', 'randomly']"
6681,"['purchase', 'ticket', 'entitle', 'check', 'bag', 'charge', 'extra', 'dollars', 'domestic', 'transport']"
6682,"['thank', '1hr', 'delay', 'board', 'onto', 'plane', 'reek', 'vomit', 'attendant', 'indicate', 'wasnt', 'clean', 'properly']"
6683,"['never', 'gross', 'life', 'againflying']"
6684,"['thank', 'delay', 'hour', 'board', 'onto', 'reek', 'vomit', 'wasnt', 'clean', 'properly']"
6685,"['land', 'might', 'want', 'check', 'plane', 'sound', 'takeoff', 'land']"
6686,"['cant', 'even', 'look', 'right', 'now', 'ill', 'call', 'mad']"
6687,"['request', 'online', 'refund', 'option', 'deny', 'say', 'ticket', 'use', 'hope', 'understand', 'problem', 'approach']"
6688,"['nope', 'still', 'sit', 'gate']"
6689,"['passengers', 'wait', 'inside', 'runway', 'return', 'back', 'gate', 'count', 'valid', 'journey']"
6690,"['yes', 'partly', 'use', 'delewr', 'use', 'return', 'cancel', 'flightled', 'due', 'technical', 'glitch', 'operations']"
6691,"['appreciate', 'look', 'compensate', 'anything', 'trouble', 'still', 'havent', 'take']"
6692,"['another', 'terrible', 'experience', 'discrimination', 'delay', 'help', 'customer', 'service']"
6693,"['business', 'decision', 'make', 'inconvenience', 'possibly', 'cause', 'lose', 'customers', 'good', 'business', 'decision']"
6694,"['please', 'provide', 'update', 'strand', 'information', 'crew', 'plane']"
6695,"['thank', 'remind', 'easier', 'fly', 'southwest', 'agents', 'sfo']"
6696,"['thats', 'still', 'one', 'day', 'visa', 'expire', 'june', 'book', 'day']"
6697,"['miaewr', 'excellent', 'crew', 'ewriad', 'crew', 'load', 'bag', 'wait', 'door', 'open', 'freeze', 'mins', 'past', 'departure']"
6698,"['customer', 'service', 'crap']"
6699,"['thank', 'grind', 'crew', 'arrive']"
6700,"['ua1023', 'sit', 'tarmac', 'ord', 'visibly', 'gate', 'open', 'reassign', 'gate']"
6701,"['usually', 'issue', 'express', 'sfo', 'positive', 'note', 'mainline', 'enjoyable']"
6702,"['sato', 'rebooked', 'upset', 'travel', 'office', 'fix', 'couldnt']"
6703,"['kind', 'unnerve', 'watch', 'guy', 'deice', 'plane', 'text', 'phone', 'whole', 'time']"
6704,"['refresh', 'browser', 'right', 'checkouterror', 'load', 'message', 'ticket', 'price', 'increase', 'matter', 'sec']"
6705,"['vote', 'every', 'year', 'one', 'worst', 'airlines', 'enjoy', 'title', 'give', 'jedediah', 'free', 'pass']"
6706,"['think', 'board', 'back', 'plane']"
6707,"['thanksseat', 'make', 'year', 'old', 'break', 'flightsyearmy', 'last']"
6708,"['fair', 'enough', 'everybody', 'although', 'slight', 'delay', 'turn', 'cancel', 'flightlation']"
6709,"['still', 'wait', 'bag', 'never', 'deliver', 'yesterday', 'cant', 'reach', 'real', 'person', 'help', 'send', 'ref', 'number']"
6710,"['worst', 'experience', 'ive', 'will', 'never', 'fly']"
6711,"['thru', 'detail', 'want', 'record', 'repeat', 'real', 'person', 'line']"
6712,"['person', 'take', 'hours', 'hours', 'wait', 'time', 'tell', 'lie']"
6713,"['hey', 'work']"
6714,"['refund', 'team', 'far', 'customer', 'care', 'courtesy', 'need', 'train', 'work', 'ethics', 'sir', 'lie', 'help']"
6715,"['quadruple', 'price']"
6716,"['contd', 'tell', 'ask', 'refund', 'use', 'ticket', 'cancel', 'flightled', 'ticket', 'use']"
6717,"['several', 'trials', 'several', 'hours', 'wait', 'phone', 'contact', 'customer', 'care', 'refund', 'cold', 'shoulder']"
6718,"['book', 'pay', 'specific', 'time', 'meet', 'fail', 'wasnt', 'cause', 'weather']"
6719,"['dont', 'understand', 'isnt', 'pay', 'premium', 'cancel', 'next', 'available']"
6720,"['awful', 'one', 'lavatory', 'function', 'people', 'line', 'bump', 'etc', 'cant', 'use', '1st', 'class', 'bathroom', 'ridiculous']"
6721,"['actually', 'arent', 'still', 'park']"
6722,"['apply', 'one', 'travel', 'certificate', 'per', 'itinerary', 'even', 'multiple']"
6723,"['log', 'view', 'reservations', 'try', 'view', 'specific', 'reservation', 'take', 'back', 'login', 'page']"
6724,"['time', 'delay', 'miss', 'next', 'time', 'youve', 'lose', 'baggage', 'clean', 'clothe', 'thx']"
6725,"['hell', 'miles', 'expire', 'really', 'look', 'forward', 'accrue', 'enough', 'free', 'years']"
6726,"['familiar', 'procedure', 'wouldnt', 'first', 'time', 'lose', 'one', 'bag']"
6727,"['give', 'info', 'doesnt', 'seem', 'great', 'way']"
6728,"['clean', 'regional', 'jet', 'take', 'hour']"
6729,"['try', 'charge', 'try', 'make', 'change', 'phone', 'include', 'change', 'fee', 'wtf']"
6730,"['roll', 'delay', 'hour', 'minutes']"
6731,"['believe', 'customer', 'service', 'last', 'post', 'send', 'motel', 'rest', 'say', 'standby', 'maybe', '2days']"
6732,"['website', 'complete', 'joke', 'use', 'safari']"
6733,"['new', 'seat', 'canadaair', 'regional', 'jet', 'plain', 'suck']"
6734,"['airlines', 'abuse', 'expensive', 'video', 'equipment', 'overcharge', 'privilege', 'via']"
6735,"['thats', 'reply', 'lol', 'hop', 'least', 'new', 'plane', 'maintain']"
6736,"['somebody', 'say', 'upgrade']"
6737,"['tripitpro', 'accurate', 'delay', 'dept', 'time', '2hours', 'late', 'flightr', 'hear', 'curious']"
6738,"['tell', 'lose', 'mine', 'families', 'business', 'day', 'age', 'message', 'twitter', 'travel', 'fast']"
6739,"['try', 'reach', 'number', 'last', 'standbye', 'give', 'meal', 'voucher', 'potential', 'day', 'standbye']"
6740,"['disappoint', 'customer', 'service']"
6741,"['board', 'time', 'deplane', 'now', 'minutes', 'delay', 'transparency', 'cant', 'wait', 'give', 'gold', 'status']"
6742,"['wife', 'sarah', 'stocker', 'call', 'connect', 'customer', 'service']"
6743,"['victim', 'scam', 'shit', 'customer', 'service', 'time', 'agent', 'hang', 'wtf', 'teach', 'staff']"
6744,"['frustration', 'boil', 'deal', 'attendant', 'attitude', 'ridiculous']"
6745,"['know', 'hours', 'time', 'worth', 'free', 'directtv', 'everyone', 'hear', 'preventative', 'maintenance']"
6746,"['may', 'true', 'weeks', 'matter', 'still', 'unresolved', 'supervisor', 'manager', 'help']"
6747,"['obviously', 'one', 'know', 'darn', 'thing', 'around', 'resolve']"
6748,"['notifications', 'yet', 'staff', 'board', 'say', 'accurate', 'departure', 'time']"
6749,"['know', 'seat', 'actually', 'narrower', 'seat', 'feel', 'maybe', 'extra', 'bloat']"
6750,"['send', 'lack', 'customer', 'service', 'ridiculous']"
6751,"['delay', 'go', 'home', 'really', 'delay']"
6752,"['book', 'website', 'price', 'change']"
6753,"['rebooked', 'home', 'hours', 'late', 'flightr', 'plan', 'chance', 'ill', 'see', 'bag']"
6754,"['club', 'team', 'seat', 'late', 'flightr', 'still', 'sure', 'last', 'min', 'ual', 'cancel', 'flightlation', 'cost', 'yet', 'overbooked', 'folks']"
6755,"['will', 'yyc', 'provide', 'free', 'food', 'allow', 'back', 'board', 'break', 'lightbulb']"
6756,"['look', 'fare', 'return', 'companion', 'dont', 'understand', 'additional', 'fee', 'necessary']"
6757,"['specific', 'last', 'two', 'probably', 'feet', 'apart', 'within', 'sight']"
6758,"['without', 'baggage', 'days', 'cant', 'update', 'airport', 'worst', 'service']"
6759,"['yes', 'three', 'different', 'checker', 'walk', 'plane', 'overkill']"
6760,"['bummer', 'might', 'card', 'instead', 'response', 'though']"
6761,"['sure', 'business', 'will', 'travel', 'name', 'kathryn', 'sotelo']"
6762,"['make', 'check', 'carry', 'pbi', 'plane', 'luggage', 'full', 'cost', 'time', 'money', 'aggravation']"
6763,"['way', 'contact', 'work', 'father', 'pass', 'head']"
6764,"['two', 'today', 'let', 'hope', 'kit', 'treatment']"
6765,"['please', 'help', 'regard', 'pnr', 'a3zz0f', 'now', 'waitlisted']"
6766,"['hope', 'solution', 'insurance', 'cover', 'issue']"
6767,"['customer', 'service', 'solution', 'now', 'might', 'miss', 'show']"
6768,"['deserve', 'bankrupt', 'delay', 'outbound', 'info', 'connect', 'go', 'miss']"
6769,"['delay', 'maintenance', 'thats', 'fix', 'cant', 'board', 'crew', 'didnt', 'stay', 'board', 'area']"
6770,"['anymore', 'finally', 'ticket', 'min', 'takeoff', 'sure', 'confusion', 'fullfare', 'gsa', 'ticket']"
6771,"['yes', 'still', 'dont', 'know', 'ive', 'tell', 'might', 'now', 'one', 'confirm']"
6772,"['wind', 'chill', 'ithica', 'degrees', 'trouble', 'lose', 'clothe', 'give', 'tshirt', 'ill', 'burn', 'warmth']"
6773,"['will', 'call', 'customer', 'service', 'delay', 'today', 'now', 'luggage', 'misplace', 'disaster', 'across', 'board']"
6774,"['crew', 'notify', 'passenger', 'move', 'water', 'fix', 'now', 'tarmac', 'two', 'hours']"
6775,"['link', 'helpful', 'put', 'touch', 'management']"
6776,"['delay', 'cmh', 'ord', 'run', 'gate', 'min', 'connection', 'door', 'close', 'one', 'around', 'ignore', '1st', 'agent', '2nd', 'super', 'rude']"
6777,"['guess', 'kit', 'kat', 'look', 'tasty', 'go', 'near', 'sandwich']"
6778,"['worse', 'head', 'laguardia', 'delay', 'tray', 'table', 'size', 'mouse', 'pad', 'overhead', 'size', 'pocket']"
6779,"['now', 'iah', 'ewr', 'break', 'entertainment', 'system', 'wifi', 'despite', 'info', 'app']"
6780,"['customer', 'service', 'terrible']"
6781,"['please', 'send', 'help', 'asap', 'seat']"
6782,"['define', 'appreciate', 'doubt', 'worst', 'major', 'usa', 'act', 'feedback']"
6783,"['yea', 'refund', 'ruin', 'trip']"
6784,"['thats', 'wonderful', 'unfortunately', 'doesnt', 'help', 'major', 'cities']"
6785,"['thank', 'delay', 'hour', 'miss', 'connect', 'terrible', 'customer', 'service']"
